timestamp,open,high,low,close,volume
2026-08-12 01:30:00+00:00,1.1542,1.15433,1.15407,1.15433,
2026-08-12 01:45:00+00:00,1.15433,1.15433,1.1542,1.1542,
2026-08-12 02:00:00+00:00,1.1542,1.1542,1.15407,1.15407,
2026-08-12 02:15:00+00:00,1.15407,1.15407,1.15393,1.15407,
2026-08-12 02:30:00+00:00,1.15407,1.15433,1.15407,1.1542,
2026-08-12 02:45:00+00:00,1.1542,1.1542,1.15407,1.15407,
2026-08-12 03:00:00+00:00,1.1542,1.1542,1.15407,1.15407,
2026-08-12 03:15:00+00:00,1.15407,1.15407,1.15393,1.15393,
2026-08-12 03:30:00+00:00,1.15393,1.15407,1.15393,1.15393,
2026-08-12 03:45:00+00:00,1.15393,1.15393,1.1538,1.1538,
2026-08-12 04:00:00+00:00,1.15393,1.15393,1.1538,1.1538,
2026-08-12 04:15:00+00:00,1.1538,1.1538,1.15367,1.15367,
2026-08-12 04:30:00+00:00,1.1538,1.15393,1.15367,1.15393,
2026-08-12 04:45:00+00:00,1.15393,1.15393,1.1538,1.15393,
2026-08-12 05:00:00+00:00,1.15393,1.15393,1.15367,1.1538,
2026-08-12 05:15:00+00:00,1.15367,1.15367,1.15354,1.15367,
2026-08-12 05:30:00+00:00,1.15367,1.1538,1.15367,1.1538,
2026-08-12 05:45:00+00:00,1.15367,1.1538,1.15367,1.15367,
2026-08-12 06:00:00+00:00,1.1538,1.1538,1.15367,1.1538,
2026-08-12 06:15:00+00:00,1.1538,1.15393,1.1538,1.15393,
2026-08-12 06:30:00+00:00,1.1538,1.15393,1.1538,1.1538,
2026-08-12 06:45:00+00:00,1.15393,1.15407,1.1538,1.15407,
2026-08-12 07:00:00+00:00,1.15407,1.1542,1.15393,1.1542,
2026-08-12 07:15:00+00:00,1.1542,1.1542,1.15407,1.15407,
2026-08-12 07:30:00+00:00,1.15407,1.1542,1.15407,1.15407,
2026-08-12 07:45:00+00:00,1.15407,1.1542,1.15407,1.15407,
