timestamp,open,high,low,close,volume
2024-01-01 00:00:00+00:00,1.10000,1.10008,1.09968,1.09990,334.5
2024-01-01 00:15:00+00:00,1.09990,1.10002,1.09971,1.09990,439.8
2024-01-01 00:30:00+00:00,1.09990,1.10027,1.09981,1.10006,723.2
2024-01-01 00:45:00+00:00,1.10006,1.10024,1.09987,1.10013,421.6
2024-01-01 01:00:00+00:00,1.10013,1.10046,1.09999,1.10031,566.0
2024-01-01 01:15:00+00:00,1.10031,1.10035,1.10002,1.10034,141.3
2024-01-01 01:30:00+00:00,1.10034,1.10103,1.10031,1.10075,927.3
2024-01-01 01:45:00+00:00,1.10075,1.10097,1.10051,1.10091,261.4
2024-01-01 02:00:00+00:00,1.10091,1.10162,1.10086,1.10137,847.9
2024-01-01 02:15:00+00:00,1.10137,1.10154,1.10107,1.10153,115.0
2024-01-01 02:30:00+00:00,1.10153,1.10175,1.10124,1.10174,122.0
2024-01-01 02:45:00+00:00,1.10174,1.10219,1.10153,1.10209,387.7
2024-01-01 03:00:00+00:00,1.10209,1.10277,1.10197,1.10259,647.4
2024-01-01 03:15:00+00:00,1.10259,1.10298,1.10233,1.10293,241.4
2024-01-01 03:30:00+00:00,1.10293,1.10330,1.10266,1.10327,183.5
2024-01-01 03:45:00+00:00,1.10327,1.10420,1.10323,1.10394,872.7
2024-01-01 04:00:00+00:00,1.10394,1.10449,1.10373,1.10440,356.1
2024-01-01 04:15:00+00:00,1.10440,1.10508,1.10424,1.10495,507.4
2024-01-01 04:30:00+00:00,1.10495,1.10538,1.10467,1.10535,170.2
2024-01-01 04:45:00+00:00,1.10535,1.10615,1.10523,1.10598,634.7
2024-01-01 05:00:00+00:00,1.10598,1.10662,1.10578,1.10651,420.6
2024-01-01 05:15:00+00:00,1.10651,1.10748,1.10646,1.10723,826.8
2024-01-01 05:30:00+00:00,1.10723,1.10815,1.10715,1.10793,757.4
2024-01-01 05:45:00+00:00,1.10793,1.10888,1.10787,1.10864,815.8
2024-01-01 06:00:00+00:00,1.10864,1.10965,1.10860,1.10939,883.9
2024-01-01 06:15:00+00:00,1.10939,1.10997,1.10917,1.10988,352.6
2024-01-01 06:30:00+00:00,1.10988,1.11031,1.10961,1.11029,168.0
2024-01-01 06:45:00+00:00,1.11029,1.11077,1.11004,1.11072,248.1
2024-01-01 07:00:00+00:00,1.11072,1.11165,1.11067,1.11140,851.9
2024-01-01 07:15:00+00:00,1.11140,1.11222,1.11131,1.11201,736.8
2024-01-01 07:30:00+00:00,1.11201,1.11245,1.11177,1.11239,280.0
2024-01-01 07:45:00+00:00,1.11239,1.11335,1.11238,1.11306,977.8
2024-01-01 08:00:00+00:00,1.11306,1.11379,1.11296,1.11358,706.1
2024-01-01 08:15:00+00:00,1.11358,1.11386,1.11331,1.11384,170.5
2024-01-01 08:30:00+00:00,1.11384,1.11415,1.11359,1.11410,258.0
2024-01-01 08:45:00+00:00,1.11410,1.11460,1.11395,1.11445,531.0
2024-01-01 09:00:00+00:00,1.11445,1.11516,1.11440,1.11491,848.3
2024-01-01 09:15:00+00:00,1.11491,1.11542,1.11479,1.11524,649.6
2024-01-01 09:30:00+00:00,1.11524,1.11546,1.11501,1.11539,321.0
2024-01-01 09:45:00+00:00,1.11539,1.11588,1.11529,1.11567,723.6
2024-01-01 10:00:00+00:00,1.11567,1.11623,1.11563,1.11598,858.0
2024-01-01 10:15:00+00:00,1.11598,1.11622,1.11581,1.11609,509.6
2024-01-01 10:30:00+00:00,1.11609,1.11630,1.11593,1.11616,520.8
2024-01-01 10:45:00+00:00,1.11616,1.11643,1.11604,1.11625,649.8
2024-01-01 11:00:00+00:00,1.11625,1.11637,1.11602,1.11620,460.2
2024-01-01 11:15:00+00:00,1.11620,1.11633,1.11594,1.11612,461.7
2024-01-01 11:30:00+00:00,1.11612,1.11629,1.11594,1.11606,614.1
2024-01-01 11:45:00+00:00,1.11606,1.11613,1.11558,1.11582,283.7
2024-01-01 12:00:00+00:00,1.11582,1.11607,1.11574,1.11578,858.7
2024-01-01 12:15:00+00:00,1.11578,1.11600,1.11559,1.11567,759.4
2024-01-01 12:30:00+00:00,1.11567,1.11568,1.11495,1.11524,145.7
2024-01-01 12:45:00+00:00,1.11524,1.11550,1.11506,1.11510,888.1
2024-01-01 13:00:00+00:00,1.11510,1.11523,1.11457,1.11475,485.4
2024-01-01 13:15:00+00:00,1.11475,1.11502,1.11453,1.11455,930.4
2024-01-01 13:30:00+00:00,1.11455,1.11484,1.11434,1.11435,970.5
2024-01-01 13:45:00+00:00,1.11435,1.11455,1.11389,1.11399,703.4
2024-01-01 14:00:00+00:00,1.11399,1.11409,1.11327,1.11347,395.7
2024-01-01 14:15:00+00:00,1.11347,1.11358,1.11274,1.11293,426.1
2024-01-01 14:30:00+00:00,1.11293,1.11302,1.11214,1.11235,372.5
2024-01-01 14:45:00+00:00,1.11235,1.11251,1.11170,1.11184,582.1
2024-01-01 15:00:00+00:00,1.11184,1.11208,1.11137,1.11142,846.1
2024-01-01 15:15:00+00:00,1.11142,1.11155,1.11066,1.11083,484.8
2024-01-01 15:30:00+00:00,1.11083,1.11107,1.11032,1.11037,822.9
2024-01-01 15:45:00+00:00,1.11037,1.11065,1.10992,1.10995,918.7
2024-01-01 16:00:00+00:00,1.10995,1.11023,1.10951,1.10953,937.9
2024-01-01 16:15:00+00:00,1.10953,1.10971,1.10886,1.10897,647.1
2024-01-01 16:30:00+00:00,1.10897,1.10904,1.10804,1.10827,308.4
2024-01-01 16:45:00+00:00,1.10827,1.10839,1.10746,1.10764,477.7
2024-01-01 17:00:00+00:00,1.10764,1.10775,1.10681,1.10699,439.3
2024-01-01 17:15:00+00:00,1.10699,1.10725,1.10651,1.10655,872.8
2024-01-01 17:30:00+00:00,1.10655,1.10668,1.10578,1.10595,485.2
2024-01-01 17:45:00+00:00,1.10595,1.10610,1.10524,1.10539,555.1
2024-01-01 18:00:00+00:00,1.10539,1.10543,1.10444,1.10470,222.9
2024-01-01 18:15:00+00:00,1.10470,1.10479,1.10389,1.10410,387.2
2024-01-01 18:30:00+00:00,1.10410,1.10416,1.10323,1.10347,274.6
2024-01-01 18:45:00+00:00,1.10347,1.10366,1.10294,1.10305,668.5
2024-01-01 19:00:00+00:00,1.10305,1.10334,1.10279,1.10279,990.1
2024-01-01 19:15:00+00:00,1.10279,1.10307,1.10252,1.10254,947.0
2024-01-01 19:30:00+00:00,1.10254,1.10279,1.10224,1.10229,857.4
2024-01-01 19:45:00+00:00,1.10229,1.10254,1.10202,1.10207,861.1
2024-01-01 20:00:00+00:00,1.10207,1.10212,1.10136,1.10161,246.7
2024-01-01 20:15:00+00:00,1.10161,1.10179,1.10125,1.10137,655.8
2024-01-01 20:30:00+00:00,1.10137,1.10166,1.10131,1.10131,982.4
2024-01-01 20:45:00+00:00,1.10131,1.10136,1.10072,1.10097,244.5
2024-01-01 21:00:00+00:00,1.10097,1.10117,1.10076,1.10086,689.9
2024-01-01 21:15:00+00:00,1.10086,1.10105,1.10068,1.10079,672.7
2024-01-01 21:30:00+00:00,1.10079,1.10093,1.10053,1.10069,516.9
2024-01-01 21:45:00+00:00,1.10069,1.10093,1.10060,1.10072,712.1
2024-01-01 22:00:00+00:00,1.10072,1.10092,1.10059,1.10075,610.3
2024-01-01 22:15:00+00:00,1.10075,1.10076,1.10032,1.10061,133.8
2024-01-01 22:30:00+00:00,1.10061,1.10100,1.10053,1.10078,741.2
2024-01-01 22:45:00+00:00,1.10078,1.10119,1.10069,1.10099,717.5
2024-01-01 23:00:00+00:00,1.10099,1.10133,1.10085,1.10117,582.6
2024-01-01 23:15:00+00:00,1.10117,1.10167,1.10108,1.10146,729.5
2024-01-01 23:30:00+00:00,1.10146,1.10214,1.10143,1.10187,899.2
2024-01-01 23:45:00+00:00,1.10187,1.10219,1.10167,1.10209,404.7
2024-01-02 00:00:00+00:00,1.10209,1.10250,1.10191,1.10238,455.5
2024-01-02 00:15:00+00:00,1.10238,1.10300,1.10228,1.10280,696.1
2024-01-02 00:30:00+00:00,1.10280,1.10314,1.10256,1.10308,281.1
2024-01-02 00:45:00+00:00,1.10308,1.10388,1.10303,1.10363,844.9
2024-01-02 01:00:00+00:00,1.10363,1.10426,1.10349,1.10410,577.5
2024-01-02 01:15:00+00:00,1.10410,1.10447,1.10384,1.10443,211.9
2024-01-02 01:30:00+00:00,1.10443,1.10482,1.10417,1.10478,205.8
